Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,∞]globally(d_IFNα(t) > 0 and d_IFNβ(t) > 0)",0.5072443,"eventually[0,∞]globally(d_IFNα(t) > 0 and d_IFNβ(t) > 0)",0.5072443,"eventually[0,∞]globally(d_IFNα(t) > 0 and d_IFNβ(t) > 0)",0.5072443,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,1](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.52616805,"eventually[0,1](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.52616805,"eventually[0,1](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.52616805,0,0,2
"globally[0,2](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1RN(t) = c(low)",0.49713343,"globally[0,2](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1RN(t) = c(low)",0.49713343,"globally[0,2](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1RN(t) = c(low)",0.49713343,0,0,2
"eventually[0,2]globally(IFNα(t)=c(high) and IFNβ(t)=c(high))",0.543568,"eventually[0,2]globally(IFNα(t)=c(high) and IFNβ(t)=c(high))",0.543568,"eventually[0,2]globally(IFNα(t)=c(high) and IFNβ(t)=c(high))",0.543568,0,0,2
"eventually[0,1](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5461281,"eventually[0,1](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5461281,"eventually[0,1](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5461281,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,∞]globally(IFNα(t) < c(low) implies d_SARSCoV2(t) > d_c(high))",0.48102567,"eventually[0,∞]globally(IFNα(t) < c(low) implies d_SARSCoV2(t) > d_c(high))",0.48102567,d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high),0.4927184,1,0,1
"globally[0,1](IFNα(t)=c(high) and IFNβ(t)=c(high))",0.5093928,"globally[0,1](IFNα(t)=c(high) and IFNβ(t)=c(high))",0.5093928,"globally[0,1](IFNα(t)=c(high) and IFNβ(t)=c(high))",0.5093928,0,0,2
"eventually[0,1]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.53665596,"eventually[0,1]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.53665596,"eventually[0,1]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.53665596,0,0,2
"eventually[0,∞](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.54413056,"eventually[0,∞](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.54413056,"eventually[0,∞](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.54413056,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,∞]globally(IL1β(t) > c(high) and IL1Ra(t) > c(high))",0.35379437,"eventually[0,1]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.53665596,"eventually[0,1]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.53665596,2,0,0
"eventually[0,∞]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5408641,"eventually[0,∞]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5408641,"eventually[0,∞]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5408641,0,0,2
"eventually[0,∞](IFNα(t) > c(high) and IFNβ(t) > c(high)) implies globally[0,∞](d_IFNα(t)=d_c(high) and d_IFNβ(t)=d_c(high))",0.4694392,"eventually[0,∞](IFNα(t) > c(high) and IFNβ(t) > c(high)) implies globally[0,∞](d_IFNα(t)=d_c(high) and d_IFNβ(t)=d_c(high))",0.4694392,"globally[0,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and eventually[0,∞](IL6(t)=c(high))",0.48140237,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL1β(t) = c(low) and IFNα(t) > c(high) and IFNβ(t) > c(high) and SARSCoV2(t) < c(low) and d_IL1β(t) > d_c(high) and d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high) and d_SARSCoV2(t) < d_c(low),0.47372824,IL1β(t) = c(low) and IFNα(t) > c(high) and IFNβ(t) > c(high) and SARSCoV2(t) < c(low) and d_IL1β(t) > d_c(high) and d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high) and d_SARSCoV2(t) < d_c(low),0.47372824,IL1β(t) = c(low) and IFNα(t) > c(high) and IFNβ(t) > c(high) and SARSCoV2(t) < c(low) and d_IL1β(t) > d_c(high) and d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high) and d_SARSCoV2(t) < d_c(low),0.47372824,0,0,2
"eventually[0,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL6(t) < c(high)",0.49696064,"eventually[0,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL6(t) < c(high)",0.49696064,"eventually[0,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL6(t) < c(high)",0.49696064,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,1](SARSCoV2(t) < c(low) implies IFNα(t) < c(low))",0.5256475,"eventually[0,1](SARSCoV2(t) < c(low) implies IFNα(t) < c(low))",0.5256475,"eventually[0,1](SARSCoV2(t) < c(low) implies IFNα(t) < c(low))",0.5256475,0,0,2
"eventually[0,∞]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1β(t) = c(high)",0.5316278,"eventually[0,∞]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1β(t) = c(high)",0.5316278,"eventually[0,∞]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1β(t) = c(high)",0.5316278,0,0,2
"IL1β(t) > c(high) and IL1Ra(t) > c(high) and eventually[0,∞]globally(d_IFNα(t) > d_c(low) and d_IFNβ(t) > d_c(low))",0.501473,"IL1β(t) > c(high) and IL1Ra(t) > c(high) and eventually[0,∞]globally(d_IFNα(t) > d_c(low) and d_IFNβ(t) > d_c(low))",0.501473,"IL1β(t) > c(high) and IL1Ra(t) > c(high) and eventually[0,∞]globally(d_IFNα(t) > d_c(low) and d_IFNβ(t) > d_c(low))",0.501473,0,0,2
"eventually[0,∞]globally(d_IFNα(t)=d_c(high) and d_IFNβ(t)=d_c(high)) and IFNα(t) > c(mid) and IFNβ(t) > c(mid)",0.51442873,"eventually[0,∞]globally(d_IFNα(t)=d_c(high) and d_IFNβ(t)=d_c(high)) and IFNα(t) > c(mid) and IFNβ(t) > c(mid)",0.51442873,"eventually[0,∞]globally(d_IFNα(t)=d_c(high) and d_IFNβ(t)=d_c(high)) and IFNα(t) > c(mid) and IFNβ(t) > c(mid)",0.51442873,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[0,1](IFNα(t) > c(high) and IFNβ(t) > c(high)) and d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)",0.48296362,"globally[0,1](IFNα(t) > c(high) and IFNβ(t) > c(high)) and d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)",0.48296362,"eventually[0,∞]globally(IFNα(t)=c(high) and IFNβ(t)=c(high)) implies eventually[0,∞](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.48960176,1,0,1
"eventually[0,∞]globally(IL1β(t) > c(high) and IL1Ra(t) > c(high)) and d_IL1β(t) > d_c(high) and d_IL1Ra(t) > d_c(high)",0.31911272,"eventually[0,∞]globally(IL1β(t) > c(high) and IL1Ra(t) > c(high)) and d_IL1β(t) > d_c(high) and d_IL1Ra(t) > d_c(high)",0.31911272,"eventually[0,∞]globally(IL1β(t) > c(high) and IL1Ra(t) > c(high)) and d_IL1β(t) > d_c(high) and d_IL1Ra(t) > d_c(high)",0.31911272,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,1]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.5269768,"eventually[0,1]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.5269768,"eventually[0,1]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.5269768,0,0,2
"eventually[0,14](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.5405719,"eventually[0,14](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.5405719,"eventually[0,14](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high))",0.5405719,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,∞]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1β(t) > c(high) and IL1Ra(t) > c(high)",0.51141465,"eventually[0,∞]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1β(t) > c(high) and IL1Ra(t) > c(high)",0.51141465,"eventually[0,1]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.53665596,1,0,1
"eventually[0,∞]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5408641,"eventually[0,∞]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5408641,"eventually[0,∞]globally(IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5408641,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[0,1](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5062183,"globally[0,1](IFNα(t) > c(high) and IFNβ(t) > c(high))",0.5062183,"eventually[0,∞]globally(d_IFNα(t) > 0 and d_IFNβ(t) > 0)",0.5072443,1,0,1
"eventually[0,1]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) implies globally[0,1](IFNα(t)=c(high) and IFNβ(t)=c(high))",0.5014092,"eventually[0,1]globally(d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) implies globally[0,1](IFNα(t)=c(high) and IFNβ(t)=c(high))",0.5014092,"eventually[0,1](d_IFNα(t) > d_c(high) and d_IFNβ(t) > d_c(high)) and IL1β(t) > c(high)",0.5283418,1,0,1
