Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL6(t) > c(high) and d_IL6(t) < d_c(low),0.65943384,"globally[0,∞](IL6(t) < c(high)) and eventually[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.7156559,"globally[0,∞](IL6(t) < c(high)) and eventually[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.7156559,2,0,0
"globally[0,7](IL6(t) = c(mid)) and globally[7,∞](IL6(t) < c(low))",0.72326696,"globally[0,7](IL6(t) = c(mid)) and globally[7,∞](IL6(t) < c(low))",0.72326696,"globally[0,7](IL6(t) = c(mid)) and globally[7,∞](IL6(t) < c(low))",0.72326696,0,0,2
"globally[1,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(low))",0.74298966,"globally[1,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(low))",0.74298966,"globally[1,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(low))",0.74298966,0,0,2
"eventually[1,∞](IL6(t) > c(high) and d_IL6(t) < d_c(low))",0.69922364,"globally[0,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(mid))",0.7498578,"globally[0,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(mid))",0.7498578,2,0,0
"eventually[0,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < -d_c(high))",0.7158595,"eventually[0,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < -d_c(high))",0.7158595,"eventually[0,7]globally(IL6(t) > c(mid) and IL6(t) > c(low)) and globally[7,∞](IL6(t) < c(high))",0.7661778,1,0,1
"eventually[0,∞]globally(IL6(t) > c(high) and IL6(t) < c(low))",0.71200013,"IL6(t) > c(mid) and globally[0,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(low))",0.7759659,"IL6(t) > c(mid) and globally[0,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(low))",0.7759659,2,0,0
"eventually[0,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(IL6(t) < c(low))",0.7151816,"eventually[1,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(high))",0.76306,"eventually[1,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(high))",0.76306,2,0,0
"eventually[1,7]globally(IL6(t) = c(high) and d_IL6(t) < 0)",0.7583895,"eventually[1,7]globally(IL6(t) = c(high) and d_IL6(t) < 0)",0.7583895,"eventually[1,7]globally(IL6(t) = c(high) and d_IL6(t) < 0)",0.7583895,0,0,2
"globally[0,∞](IL6(t) > c(mid)) and d_IL6(t) < d_c(high)",0.70320857,"eventually[0,7]globally(IL6(t) = c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.736091,"eventually[0,7]globally(IL6(t) = c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.736091,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.71358335,"eventually[0,7]globally(IL6(t) > c(mid)) and eventually[7,∞]globally(IL6(t) < c(mid))",0.75112927,"eventually[0,7]globally(IL6(t) > c(mid)) and eventually[7,∞]globally(IL6(t) < c(mid))",0.75112927,2,0,0
"eventually[0,7]globally(IL6(t) > c(high)) implies globally[7,∞](IL6(t) < c(high))",0.6641177,"eventually[0,7]globally(IL6(t) > c(high)) implies globally[7,∞](IL6(t) < c(high))",0.6641177,"globally[0,1](IL6(t)=c(high)) and eventually[1,∞](IL6(t) < c(high))",0.71500987,1,0,1
"globally[0,7](IL6(t) = c(high) and d_IL6(t) < 0) and eventually[7,∞](IL6(t) < c(high))",0.76004374,"globally[0,7](IL6(t) = c(high) and d_IL6(t) < 0) and eventually[7,∞](IL6(t) < c(high))",0.76004374,"globally[0,7](IL6(t) = c(high) and d_IL6(t) < 0) and eventually[7,∞](IL6(t) < c(high))",0.76004374,0,0,2
"eventually[0,7]globally(IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < 0)",0.73863435,"eventually[0,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(mid))",0.74366194,"eventually[1,7](IL6(t) > c(mid)) and globally[7,∞](IL6(t) < c(low))",0.7564417,2,0,0
"IL6(t) > c(mid) and eventually[1,7]globally(IL6(t) < c(high)) and d_IL6(t) < d_c(high)",0.7717838,"IL6(t) > c(mid) and eventually[1,7]globally(IL6(t) < c(high)) and d_IL6(t) < d_c(high)",0.7717838,"IL6(t) > c(mid) and eventually[1,7]globally(IL6(t) < c(high)) and d_IL6(t) < d_c(high)",0.7717838,0,0,2
"eventually[0,∞]globally(IL6(t) < c(high) and d_IL6(t) < 0)",0.7310005,"eventually[0,∞]globally(IL6(t) < c(high) and d_IL6(t) < 0)",0.7310005,"eventually[0,∞]globally(IL6(t) < c(high) and d_IL6(t) < 0)",0.7310005,0,0,2
"globally[0,7](IL6(t) > c(high)) and globally[7,∞](IL6(t) < c(high))",0.68881327,"IL6(t) > c(high) and eventually[0,7]globally(IL6(t) < c(high)) and eventually[7,∞]globally(d_IL6(t) < d_c(low))",0.70588446,"eventually[0,7](IL6(t)=c(high)) and eventually[7,∞](IL6(t)<c(high))",0.71330875,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[0,7]globally(d_IL6(t) < d_c(high)) and eventually[7,∞]globally(d_IL6(t) > d_c(high))",0.63524294,"eventually[0,7]globally(IL6(t) > c(mid) and IL6(t) < c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7725377,"eventually[0,7]globally(IL6(t) > c(mid) and IL6(t) < c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7725377,2,0,0
"globally[0,1](IL6(t) > c(high)) and globally[1,∞](IL6(t) < c(high))",0.6875905,"globally[0,1](IL6(t) > c(high)) and globally[1,∞](IL6(t) < c(high))",0.6875905,"globally[0,1](IL6(t) > c(high)) and globally[1,∞](IL6(t) < c(high))",0.6875905,0,0,2
"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(mid))",0.7569895,"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(mid))",0.7569895,"globally[0,∞](IL6(t) < c(mid) and IL6(t) > c(low)) and eventually[1,7]globally(IL6(t) > c(mid) and d_IL6(t) < d_c(high))",0.7673816,1,0,1
"globally[0,7](IL6(t) = c(mid) implies IL6(t) < c(low)) and globally[7,∞](IL6(t) < c(low))",0.72467256,"globally[1,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(mid))",0.7692666,"globally[1,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(mid))",0.7692666,2,0,0
"IL6(t) > c(high) and eventually[0,∞]globally(d_IL6(t) < d_c(high))",0.6863861,"eventually[0,7](IL6(t) > c(high) and IL6(t) < c(mid)) implies globally[7,∞](IL6(t) < c(high))",0.71749645,"eventually[0,7]globally(IL6(t) > c(mid) and d_IL6(t) < d_c(high)) and globally[7,∞](IL6(t) < c(mid))",0.7742581,2,0,0
"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.71372366,"eventually[0,7](IL6(t) = c(high)) and d_IL6(t) < 0",0.7454617,"eventually[0,7](IL6(t) = c(high)) and d_IL6(t) < 0",0.7454617,2,0,0
"eventually[0,7]globally(IL6(t)=c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7266917,"eventually[0,7]globally(IL6(t)=c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7266917,"eventually[0,7]globally(IL6(t)=c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7266917,0,0,2
"eventually[1,7]globally(IL6(t)=c(high) implies IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < d_c(high))",0.7007803,"eventually[1,7]globally(IL6(t)=c(high) implies IL6(t) > c(high)) and eventually[7,∞]globally(d_IL6(t) < d_c(high))",0.7007803,"eventually[0,7]globally(IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(low))",0.713225,1,0,1
"globally[0,7](IL6(t) = c(mid)) and eventually[7,∞](IL6(t) < c(low))",0.73726964,"globally[0,7](IL6(t) = c(mid)) and eventually[7,∞](IL6(t) < c(low))",0.73726964,"globally[0,7](IL6(t) = c(mid)) and eventually[7,∞](IL6(t) < c(low))",0.73726964,0,0,2
"globally[0,7](IL6(t) > c(high)) implies eventually[7,∞](IL6(t) < c(high))",0.6686618,"globally[0,7](IL6(t) > c(high)) implies eventually[7,∞](IL6(t) < c(high))",0.6686618,"globally[0,7](IL6(t) > c(high)) implies eventually[7,∞](IL6(t) < c(high))",0.6686618,0,0,2
"eventually[0,7]globally(IL6(t) > c(mid) and IL6(t) < c(high)) and eventually[7,∞]globally(d_IL6(t) < d_c(high))",0.7549981,"eventually[0,7]globally(IL6(t) > c(mid) and IL6(t) < c(high)) and eventually[7,∞]globally(d_IL6(t) < d_c(high))",0.7549981,"eventually[0,7]globally(IL6(t) > c(mid) and IL6(t) < c(high)) and eventually[7,∞]globally(d_IL6(t) < d_c(high))",0.7549981,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t)=d_c(high)) and eventually[7,∞]globally(IL6(t) < c(high) and d_IL6(t)=d_c(high))",0.7424219,"eventually[1,7]globally(IL6(t) > c(high) and d_IL6(t)=d_c(high)) and eventually[7,∞]globally(IL6(t) < c(high) and d_IL6(t)=d_c(high))",0.7424219,"eventually[0,7]globally(IL6(t) > c(mid) implies d_IL6(t) < 0) and eventually[7,∞]globally(IL6(t) < c(mid))",0.76022065,1,0,1
"eventually[0,1]globally(IL6(t) > c(high)) and eventually[1,∞]globally(IL6(t) < c(low))",0.70377237,"eventually[0,7]globally(IL6(t) = c(high)) and globally[7,∞](IL6(t) < c(high))",0.71505004,"eventually[0,7]globally(IL6(t) = c(high)) and globally[7,∞](IL6(t) < c(high))",0.71505004,2,0,0
"globally[0,7](IL6(t) = c(high)) and eventually[7,∞](IL6(t) < c(mid))",0.7533412,"globally[0,7](IL6(t) = c(high)) and eventually[7,∞](IL6(t) < c(mid))",0.7533412,"globally[0,7](IL6(t) = c(high)) and eventually[7,∞](IL6(t) < c(mid))",0.7533412,0,0,2
"eventually[0,7]globally(IL6(t) > c(high)) and globally[7,∞](IL6(t) < c(low))",0.7036258,"eventually[1,∞](IL6(t) > c(mid)) and d_IL6(t) = 0",0.72238517,"eventually[1,∞](IL6(t) > c(mid)) and d_IL6(t) = 0",0.72238517,2,0,0
"globally[0,7](IL6(t) > c(high)) and d_IL6(t) < d_c(low)",0.698121,"eventually[0,7]globally(IL6(t) = c(high)) and eventually[7,∞](IL6(t) < c(low))",0.7155894,"eventually[0,7]globally(IL6(t) = c(high)) and eventually[7,∞](IL6(t) < c(low))",0.7155894,2,0,0
"eventually[0,∞](IL6(t) > c(high)) and eventually[0,∞](IL6(t) < c(high))",0.6815033,"eventually[1,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(mid))",0.75153077,"eventually[1,7](IL6(t) > c(mid)) and eventually[7,∞](IL6(t) < c(mid))",0.75153077,2,0,0
"eventually[1,∞]globally(IL6(t) < c(high)) and d_IL6(t) < d_c(high)",0.7007109,"eventually[0,7]globally(IL6(t) > c(mid) and IL6(t) < c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7725377,"eventually[0,7]globally(IL6(t) > c(mid) and IL6(t) < c(high)) and eventually[7,∞]globally(IL6(t) < c(high))",0.7725377,2,0,0
"globally[0,7](IL6(t) > c(high)) and eventually[7,∞](IL6(t) < c(high))",0.71372366,"eventually[1,7]globally(IL6(t) > c(high)) and globally[7,∞](IL6(t) < c(mid))",0.76203907,"globally[0,7](IL6(t) > c(high)) and IL6(t) < c(mid)",0.77361715,2,0,0
"eventually[0,7]globally(IL6(t) > c(high)) and d_IL6(t) < d_c(low) and IL6(t) > c(mid)",0.7812747,"eventually[0,7]globally(IL6(t) > c(high)) and d_IL6(t) < d_c(low) and IL6(t) > c(mid)",0.7812747,"eventually[0,7]globally(IL6(t) > c(high)) and d_IL6(t) < d_c(low) and IL6(t) > c(mid)",0.7812747,0,0,2
