Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
IL8(t) > c(high),0.54794604,IL8(t) > c(high),0.54794604,"d_IL8(t)=d_c(low) and eventually[0,∞]globally(IL1Ra(t) > c(high) implies SARSCoV2(t)=c(high))",0.55141664,1,0,1
"IL8(t) < c(low) and globally[6,15](d_IL8(t) > d_c(high))",0.5694777,"globally[1,3](d_IL8(t) = c(high))",0.5725563,"globally[1,3](d_IL8(t) = c(high))",0.5725563,2,0,0
"globally[1,3](d_IL8(t)=c(high))",0.5725563,"globally[1,3](d_IL8(t)=c(high))",0.5725563,"globally[1,3](d_IL8(t)=c(high))",0.5725563,0,0,2
"eventually[0,3](d_IL8(t) > d_c(high))
and IL8(t) = c(high)",0.5595938,IL8(t) > c(high) and d_IFNα(t) = 0,0.5763868,IL8(t) > c(high) and d_IFNα(t) = 0,0.5763868,2,0,0
IL8(t) > c(high),0.54794604,IL8(t) > c(high),0.54794604,IL8(t) > c(high),0.54794604,0,0,2
"globally[3,∞](d_IL8(t) > d_c(low))",0.49424127,d_IL8(t) > c(mid) and SARSCoV2(t) = c(low),0.5869403,d_IL8(t) > c(mid) and SARSCoV2(t) = c(low),0.5869403,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL8(t)=c(low) and SARSCoV2(t) > c(mid),0.5887228,IL8(t)=c(low) and SARSCoV2(t) > c(mid),0.5887228,IL8(t)=c(low) and SARSCoV2(t) > c(mid),0.5887228,0,0,2
IL8(t) > c(high),0.54794604,IL8(t) > c(high),0.54794604,IL8(t) > c(high),0.54794604,0,0,2
"eventually[0,3](d_IL8(t) > d_c(high))",0.4970625,"globally[0,3](d_IL8(t) > c(high))",0.5693258,"globally[7,∞](d_IL8(t) > c(high))",0.5716017,2,0,0
IL6(t) < c(low) and IL12(t) < c(low) and IL1β(t) < c(low) and IL1Ra(t) < c(low) and TNFα(t) < c(low) and IL8(t) > c(low) and IFNα(t) > c(low) and IFNβ(t) > c(low) and SARSCoV2(t) > c(low),0.61325204,IL6(t) < c(low) and IL12(t) < c(low) and IL1β(t) < c(low) and IL1Ra(t) < c(low) and TNFα(t) < c(low) and IL8(t) > c(low) and IFNα(t) > c(low) and IFNβ(t) > c(low) and SARSCoV2(t) > c(low),0.61325204,IL6(t) < c(low) and IL12(t) < c(low) and IL1β(t) < c(low) and IL1Ra(t) < c(low) and TNFα(t) < c(low) and IL8(t) > c(low) and IFNα(t) > c(low) and IFNβ(t) > c(low) and SARSCoV2(t) > c(low),0.61325204,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL8(t) > c(high),0.54794604,IL8(t) > c(high),0.54794604,IL8(t) > c(high),0.54794604,0,0,2
IL8(t)=c(mid),0.5254446,d_IL8(t) > c(high),0.54794604,d_IL8(t) > c(high),0.54794604,2,0,0
d_IL8(t) > c(high),0.54794604,d_IL8(t) > c(high),0.54794604,d_IL8(t) > c(high),0.54794604,0,0,2
IL8(t) > c(mid) and IL8(t) > c(mid) and IL8(t) > c(mid),0.5845208,IL8(t) > c(mid) and IL8(t) > c(mid) and IL8(t) > c(mid),0.5845208,IL8(t) > c(mid) and IL8(t) > c(mid) and IL8(t) > c(mid),0.5845208,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[0,3](IL8(t) > c(high))",0.5693258,"globally[0,3](IL8(t) > c(high))",0.5693258,"globally[0,3](IL8(t) > c(high))",0.5693258,0,0,2
"globally[0,3](IL8(t) > c(high))",0.5693258,"globally[0,3](IL8(t) > c(high))",0.5693258,"globally[0,3](IL8(t) > c(high))",0.5693258,0,0,2
"eventually[1,3]globally(d_IL8(t) > d_c(low))",0.5011648,"eventually[1,3]globally(d_IL8(t) > d_c(low))",0.5011648,"eventually[1,3]globally(d_IL8(t) > d_c(low))",0.5011648,0,0,2
IL1Ra(t) > c(high),0.4097212,IL1Ra(t) > c(high),0.4097212,IL1Ra(t) > c(high),0.4097212,0,0,2
"eventually[0,3](IL8(t)=c(mid))",0.5567895,"eventually[10,11]globally(IL8(t) > c(high))",0.57848203,"eventually[10,11]globally(IL8(t) > c(high))",0.57848203,2,0,0
IL8(t) = c(mid),0.5254446,"globally[0,3](IL8(t) > c(high))",0.5693258,"globally[0,3](IL8(t) > c(high))",0.5693258,2,0,0
"globally[0,3](IL8(t) > c(high)) and eventually[0,3]globally(IL8(t) > c(high))",0.5938965,"globally[0,3](IL8(t) > c(high)) and eventually[0,3]globally(IL8(t) > c(high))",0.5938965,"globally[0,3](IL8(t) > c(high)) and eventually[0,3]globally(IL8(t) > c(high))",0.5938965,0,0,2
IL8(t) > c(high) and d_IL8(t) < d_c(low),0.5071204,IL8(t) > c(high),0.54794604,IL8(t) > c(high),0.54794604,2,0,0
