Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"IFNα(t) < c(high) and eventually[8,14]globally(d_IFNα(t)=d_c(high) and IFNβ(t) > c(low))",0.51526445,"IFNα(t) < c(high) and eventually[8,14]globally(d_IFNα(t)=d_c(high) and IFNβ(t) > c(low))",0.51526445,"IFNα(t) < c(high) and eventually[8,14]globally(d_IFNα(t)=d_c(high) and IFNβ(t) > c(low))",0.51526445,0,0,2
"eventually[7,14](IFNβ(t)=c(mid) implies IFNβ(t) < c(low))",0.6301965,"eventually[7,14](IFNβ(t)=c(mid) implies IFNβ(t) < c(low))",0.6301965,"eventually[7,14](IFNβ(t)=c(mid) implies IFNβ(t) < c(low))",0.6301965,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"d_IFNα(t) > c(low) and eventually[8,∞](IFNβ(t) > c(low))",0.5091854,"d_IFNα(t) > c(low) and eventually[8,∞](IFNβ(t) > c(low))",0.5091854,"d_IFNα(t) > c(low) and eventually[8,∞](IFNβ(t) > c(low))",0.5091854,0,0,2
IFNα(t) = c(low) and IFNα(t) = c(mid) and IFNα(t) = c(high) implies IFNα(t) = c(low),0.44312054,IFNα(t) = c(low) and IFNα(t) = c(mid) and IFNα(t) = c(high) implies IFNα(t) = c(low),0.44312054,IFNα(t) = c(low) and IFNα(t) = c(mid) and IFNα(t) = c(high) implies IFNα(t) = c(low),0.44312054,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IFNα(t) > c(mid),0.53123766,IFNα(t) > c(mid),0.53123766,IFNα(t) > c(mid),0.53123766,0,0,2
"eventually[7,∞](IFNβ(t)=c(mid))",0.5855873,"eventually[7,∞](IFNβ(t)=c(mid))",0.5855873,"eventually[7,∞](IFNβ(t)=c(mid))",0.5855873,0,0,2
"globally[1,∞](d_IFNβ(t) = d_c(low)) implies eventually[15,∞](IL8(t) < c(high))",0.48133767,"globally[1,∞](d_IFNβ(t) = d_c(low)) implies eventually[15,∞](IL8(t) < c(high))",0.48133767,"globally[1,∞](d_IFNβ(t) = d_c(low)) implies eventually[15,∞](IL8(t) < c(high))",0.48133767,0,0,2
"eventually[1,∞]globally(IL1Ra(t) < c(high)) and SARSCoV2(t)=c(low) implies d_IFNα(t) > 0",0.450625,"eventually[1,∞]globally(IL1Ra(t) < c(high)) and SARSCoV2(t)=c(low) implies d_IFNα(t) > 0",0.450625,"eventually[1,∞]globally(IL1Ra(t) < c(high)) and SARSCoV2(t)=c(low) implies d_IFNα(t) > 0",0.450625,0,0,2
"globally[0,1](IFNβ(t)=c(high)) and eventually[1,∞]globally( IFNβ(t) = c(high))",0.512341,"globally[0,1](IFNβ(t)=c(high)) and eventually[1,∞]globally( IFNβ(t) = c(high))",0.512341,"globally[0,1](IFNβ(t)=c(high)) and eventually[1,∞]globally( IFNβ(t) = c(high))",0.512341,0,0,2
"globally[1,∞](IFNβ(t) = c(low))",0.5429976,"globally[1,∞](IFNβ(t) = c(low))",0.5429976,"globally[1,∞](IFNβ(t) = c(low))",0.5429976,0,0,2
d_IFNβ(t) > c(mid) and d_IL8(t) < 0 and d_IL1β(t) < 0,0.50234187,d_IFNβ(t) > c(mid) and d_IL8(t) < 0 and d_IL1β(t) < 0,0.50234187,d_IFNβ(t) > c(mid) and d_IL8(t) < 0 and d_IL1β(t) < 0,0.50234187,0,0,2
d_IFNβ(t) < 0 and d_IL1RN(t)=d_c(high),0.4567085,d_IFNβ(t) < 0 and d_IL1RN(t)=d_c(high),0.4567085,d_IFNβ(t) < 0 and d_IL1RN(t)=d_c(high),0.4567085,0,0,2
IFNα(t) < c(high) implies IFNα(t) < c(high),0.43928862,IFNα(t) < c(high) implies IFNα(t) < c(high),0.43928862,d_IFNβ(t) = d_c(high) implies IFNβ(t) < c(mid),0.49851906,1,0,1
"eventually[1,∞]globally(d_IFNα(t) > c(low)) implies eventually[7,∞]globally(d_IFNα(t) > c(mid))",0.4239481,"eventually[1,∞]globally(d_IFNα(t) > c(low)) implies eventually[7,∞]globally(d_IFNα(t) > c(mid))",0.4239481,"eventually[1,∞]globally(d_IFNα(t) > c(low)) implies eventually[7,∞]globally(d_IFNα(t) > c(mid))",0.4239481,0,0,2
"globally[1,∞](IFNα(t) < c(low) implies IFNα(t)=c(high))",0.44547546,"globally[1,∞](d_IFNβ(t) > d_c(low)) implies eventually[7,∞](IFNα(t)=c(mid))",0.5284427,"globally[1,∞](d_IFNβ(t) > d_c(low)) implies eventually[7,∞](IFNα(t)=c(mid))",0.5284427,2,0,0
IFNα(t)=c(mid) implies d_IFNβ(t)=c(high),0.5625514,IFNα(t)=c(mid) implies d_IFNβ(t)=c(high),0.5625514,IFNα(t)=c(mid) implies d_IFNβ(t)=c(high),0.5625514,0,0,2
"globally[1,14](d_IFNα(t)=c(mid)) implies eventually[0,18]globally(d_IL6(t) > 0)",0.46801078,"globally[1,∞](d_IFNβ(t) = d_c(low))",0.489059,"globally[1,∞](d_IFNβ(t) = d_c(low))",0.489059,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL6(t)=c(low) implies d_IFNα(t) < d_c(high),0.43992215,IL6(t)=c(low) implies d_IFNα(t) < d_c(high),0.43992215,IL6(t)=c(low) implies d_IFNα(t) < d_c(high),0.43992215,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[6,18]globally(d_IFNβ(t)=d_c(high))",0.55142665,"eventually[6,18]globally(d_IFNβ(t)=d_c(high))",0.55142665,"eventually[6,18]globally(d_IFNβ(t)=d_c(high))",0.55142665,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[18,∞](d_IFNβ(t)=d_c(high))",0.5375282,"eventually[18,∞](d_IFNβ(t)=d_c(high))",0.5375282,"eventually[18,∞](d_IFNβ(t)=d_c(high))",0.5375282,0,0,2
"globally[1,7](IFNα(t) = c(low)) implies eventually[8,∞](IFNα(t) > c(high))",0.40479255,"globally[1,7](IFNα(t) = c(low)) implies eventually[8,∞](IFNα(t) > c(high))",0.40479255,"globally[1,7](IFNα(t) = c(low)) implies eventually[8,∞](IFNα(t) > c(high))",0.40479255,0,0,2
"globally[12,13](IL1RN(t)=c(mid)) and IFNα(t) > c(mid)",0.53231585,"globally[12,13](IL1RN(t)=c(mid)) and IFNα(t) > c(mid)",0.53231585,"globally[12,13](IL1RN(t)=c(mid)) and IFNα(t) > c(mid)",0.53231585,0,0,2
