Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,∞](d_IL6(t) < c(high)) implies eventually[7,∞](IL6(t)=c(mid))",0.71314764,"globally[1,∞](d_IL6(t) < c(high)) implies eventually[7,∞](IL6(t)=c(mid))",0.71314764,"globally[1,∞](d_IL6(t) < c(high)) implies eventually[7,∞](IL6(t)=c(mid))",0.71314764,0,0,2
"globally[1,7](IL6(t) > c(high)) and d_IL6(t) < d_c(high)",0.7108424,"globally[1,7](IL6(t) > c(high)) and d_IL6(t) < d_c(high)",0.7108424,"globally[1,7](IL6(t) > c(high)) and d_IL6(t) < d_c(high)",0.7108424,0,0,2
"eventually[1,∞](d_IL6(t) > d_c(high))",0.6402784,IL6(t) = c(high) implies IL12(t) > c(high),0.6404383,IL6(t) = c(high) implies IL12(t) > c(high),0.6404383,2,0,0
IL6(t) = c(low) and IL6(t) = c(high),0.66541106,d_IL6(t) < c(high),0.66725624,d_IL6(t) < c(high),0.66725624,2,0,0
IL6(t) < c(high),0.66725624,IL6(t) < c(high),0.66725624,IL6(t) < c(high),0.66725624,0,0,2
IL6(t)=c(low) implies d_IL6(t) < d_c(high),0.6377404,"eventually[1,∞](d_IL6(t) = c(high)) and d_IL6(t) < d_c(low)",0.6990919,"eventually[1,∞](d_IL6(t) = c(high)) and d_IL6(t) < d_c(low)",0.6990919,2,0,0
IL8(t) > c(low) implies d_IL1Ra(t) < d_c(high),0.46003464,IL8(t) > c(low) implies d_IL1Ra(t) < d_c(high),0.46003464,IL8(t) > c(low) implies d_IL1Ra(t) < d_c(high),0.46003464,0,0,2
IL6(t) > c(high) implies d_IL6(t) < 0,0.6871337,IL6(t) > c(high) implies d_IL6(t) < 0,0.6871337,IL6(t) > c(high) implies d_IL6(t) < 0,0.6871337,0,0,2
d_IL6(t) > 0 and d_IL6(t) < d_c(high),0.5968566,d_IL6(t) > 0 and d_IL6(t) < d_c(high),0.5968566,d_IL6(t) > 0 and d_IL6(t) < d_c(high),0.5968566,0,0,2
IL1Ra(t) < c(mid) implies d_IL6(t) < d_c(high),0.6223631,"IL6(t) > c(high) and globally[1,∞](d_IL6(t) < d_c(high))",0.68769217,"IL6(t) > c(high) and globally[1,∞](d_IL6(t) < d_c(high))",0.68769217,2,0,0
IL6(t) > c(high) and d_IL6(t) < d_c(low),0.65943384,"IL6(t) < c(mid) and d_IL6(t) > d_c(high) and eventually[0,∞]globally(d_IL6(t) < d_c(low))",0.6808138,"IL6(t) < c(mid) and d_IL6(t) > d_c(high) and eventually[0,∞]globally(d_IL6(t) < d_c(low))",0.6808138,2,0,0
"globally[1,∞](d_IL6(t) < c(high)) and eventually[1,∞]globally(IL6(t) < c(high))",0.6959634,"globally[1,7](d_IL6(t)=d_c(high) implies IL1Ra(t) < c(mid))",0.7028962,"globally[1,7](d_IL6(t)=d_c(high) implies IL1Ra(t) < c(mid))",0.7028962,2,0,0
"eventually[15,∞]globally(d_IL6(t) < 0)",0.63516307,"eventually[15,∞]globally(d_IL6(t) < 0)",0.63516307,"eventually[15,∞]globally(d_IL6(t) < 0)",0.63516307,0,0,2
"IL6(t) > c(high) and globally[1,∞](d_IL6(t) < 0)",0.73457813,"IL6(t) > c(high) and globally[1,∞](d_IL6(t) < 0)",0.73457813,"IL6(t) > c(high) and globally[1,∞](d_IL6(t) < 0)",0.73457813,0,0,2
"globally[1,∞](d_IL6(t) < c(high))",0.68578744,"globally[1,∞](d_IL6(t) < c(high))",0.68578744,IL6(t)=c(high) implies d_IL6(t) < 0,0.68822825,1,0,1
"IL6(t)=c(high) and globally[1,∞](d_IL6(t)<0)",0.73583114,"IL6(t)=c(high) and globally[1,∞](d_IL6(t)<0)",0.73583114,"IL6(t)=c(high) and globally[1,∞](d_IL6(t)<0)",0.73583114,0,0,2
"IL6(t) > c(mid) and eventually[1,∞]globally(d_IL6(t)=d_c(low))",0.7297433,"IL6(t) > c(mid) and eventually[1,∞]globally(d_IL6(t)=d_c(low))",0.7297433,"IL6(t) > c(mid) and eventually[1,∞]globally(d_IL6(t)=d_c(low))",0.7297433,0,0,2
"globally[1, ∞](d_IL6(t) < c(high))",0.68578744,"globally[1, ∞](d_IL6(t) < c(high))",0.68578744,"globally[1,∞](IL6(t)=c(mid))
and eventually[1,∞](d_IL6(t) < d_c(low))",0.6980151,1,0,1
"eventually[1, ∞]globally(IL6(t) = c(high) and d_IL6(t) < 0)",0.7313701,"eventually[1, ∞]globally(IL6(t) = c(high) and d_IL6(t) < 0)",0.7313701,"eventually[1, ∞]globally(IL6(t) = c(high) and d_IL6(t) < 0)",0.7313701,0,0,2
d_IL6(t) > 0 implies IL6(t) = c(high),0.6720218,d_IL6(t) > 0 implies IL6(t) = c(high),0.6720218,"eventually[1, ∞]globally(d_IL6(t) = d_c(low) and IL6(t) > c(high))",0.72854376,1,0,1
IL6(t) > c(high) and d_IL6(t) < d_c(low),0.65943384,IL6(t) > c(high) and d_IL6(t) < d_c(low),0.65943384,"globally[0,∞](d_IL6(t) = d_c(high) and IL6(t) > c(low))",0.6934514,1,0,1
"globally[1, ∞](d_IL6(t) = c(high)) implies eventually[0, 1](d_IL6(t) < d_c(low))",0.6528884,"globally[1, ∞](d_IL6(t) = c(high)) implies eventually[0, 1](d_IL6(t) < d_c(low))",0.6528884,"globally[1, ∞](d_IL6(t) = c(high)) implies eventually[0, 1](d_IL6(t) < d_c(low))",0.6528884,0,0,2
IL6(t) > c(high) implies IFNβ(t) < c(mid),0.72600734,IL6(t) > c(high) implies IFNβ(t) < c(mid),0.72600734,"IL6(t) = c(high) and globally[1,7](d_IL6(t) < 0)",0.7590834,1,0,1
"eventually[1,7]globally(IL6(t) < c(high))",0.72180706,"eventually[1,7]globally(IL6(t) < c(high))",0.72180706,"eventually[1,7]globally(IL6(t) < c(high))",0.72180706,0,0,2
"globally[0,∞](IL12(t) < c(low)) implies eventually[0,∞](d_IL12(t) = c(mid))",0.53077114,"globally[0,∞](IL12(t) < c(low)) implies eventually[0,∞](d_IL12(t) = c(mid))",0.53077114,"globally[0,∞](IL12(t) < c(low)) implies eventually[0,∞](d_IL12(t) = c(mid))",0.53077114,0,0,2
IL6(t) > c(mid) implies d_IL6(t) = d_c(low),0.6771723,IL6(t) > c(mid) implies d_IL6(t) = d_c(low),0.6771723,IL6(t) > c(mid) implies d_IL6(t) = d_c(low),0.6771723,0,0,2
"d_IL8(t)=d_c(low) implies IL1RN(t) < c(low) and eventually[7,∞](d_IFNα(t) < 0 and IL8(t) > c(high))",0.5648631,"globally[1, ∞](d_IL6(t) > 0)",0.6474718,"IL6(t) > c(low) and eventually[0,∞]globally(d_IL6(t)=d_c(high) and d_IL6(t) < d_c(low))",0.6653784,2,0,0
"globally[1,∞](d_IL6(t)=c(high) and d_IL6(t) < d_c(low))",0.68695366,"IL6(t) = c(high) and globally[0,∞](d_IL6(t) < 0)",0.7295295,"IL6(t) = c(high) and globally[0,∞](d_IL6(t) < 0)",0.7295295,2,0,0
IL6(t) < c(high) and d_IL6(t) < d_c(high),0.6674204,IL6(t) < c(high) and d_IL6(t) < d_c(high),0.6674204,IL6(t) > c(high) implies d_IL6(t)= -d_c(low),0.6708982,1,0,1
IL6(t)=c(high) implies d_IL6(t) < 0,0.68822825,IL6(t)=c(high) implies d_IL6(t) < 0,0.68822825,IL6(t)=c(high) implies d_IL6(t) < 0,0.68822825,0,0,2
IL6(t)=c(high) and d_IL6(t) < d_c(low),0.65925777,IL6(t)=c(high) and d_IL6(t) < d_c(low),0.65925777,d_IL6(t) < c(high) and IFNα(t) > c(low),0.7074594,1,0,1
"eventually[1,∞]globally(d_IL6(t) < c(mid))",0.71686435,"eventually[1,∞]globally(d_IL6(t) < c(mid))",0.71686435,"eventually[1,∞]globally(IL6(t) > c(high) and d_IL6(t) < 0)",0.73799396,1,0,1
"IL6(t) = c(high) and globally[1, ∞](d_IL6(t) < d_c(low))",0.68690324,"IL6(t) = c(high) and globally[1, ∞](d_IL6(t) < d_c(low))",0.68690324,"IL6(t) = c(high) and globally[1, ∞](d_IL6(t) < d_c(low))",0.68690324,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[1,∞](d_IL6(t) < c(high))",0.68578744,"globally[1,∞](d_IL6(t) < c(high))",0.68578744,"globally[1,∞](d_IL6(t) < c(high))",0.68578744,0,0,2
"eventually[1,∞]globally(d_IL6(t) < c(high))",0.69964296,"eventually[1,∞]globally(d_IL6(t) < c(high))",0.69964296,"eventually[1,∞]globally(d_IL6(t) < c(high))",0.69964296,0,0,2
