Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
IL6(t) > c(mid) implies SARSCoV2(t) < c(high),0.31498817,"globally[4,16](IL1RN(t)=c(mid)) implies eventually[0,18]globally(d_IL6(t) > 0)",0.5282553,"globally[4,16](IL1RN(t)=c(mid)) implies eventually[0,18]globally(d_IL6(t) > 0)",0.5282553,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[6,∞](d_IL1β(t) < 0)",0.7244365,"globally[6,∞](d_IL1β(t) < 0)",0.7244365,"globally[6,∞](d_IL1β(t) < 0)",0.7244365,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[10,20](d_IFNβ(t) > 0 implies d_IFNα(t)=d_c(high)) and d_IL6(t) = c(mid) and IL1RN(t) = c(mid)",0.56149566,"eventually[10,20](d_IFNβ(t) > 0 implies d_IFNα(t)=d_c(high)) and d_IL6(t) = c(mid) and IL1RN(t) = c(mid)",0.56149566,"eventually[10,20](d_IFNβ(t) > 0 implies d_IFNα(t)=d_c(high)) and d_IL6(t) = c(mid) and IL1RN(t) = c(mid)",0.56149566,0,0,2
"globally[0,14](IL1β(t)=c(mid)) implies eventually[15,∞]globally(d_IL1β(t) < d_c(low) and d_IL1Ra(t)=c(mid))",0.71398306,"globally[0,14](IL1β(t)=c(mid)) implies eventually[15,∞]globally(d_IL1β(t) < d_c(low) and d_IL1Ra(t)=c(mid))",0.71398306,"globally[0,14](IL1β(t)=c(mid)) implies eventually[15,∞]globally(d_IL1β(t) < d_c(low) and d_IL1Ra(t)=c(mid))",0.71398306,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,∞](d_IL1β(t)=d_c(high)) and eventually[1,∞](d_IL1Ra(t)=d_c(high))",0.68220854,"eventually[1,∞](d_IL1β(t)=d_c(high)) and eventually[1,∞](d_IL1Ra(t)=d_c(high))",0.68220854,"eventually[1,∞](d_IL1β(t)=d_c(high)) and eventually[1,∞](d_IL1Ra(t)=d_c(high))",0.68220854,0,0,2
"globally[6,∞](d_IL1β(t) < 0)",0.7244365,"globally[6,∞](d_IL1β(t) < 0)",0.7244365,"globally[6,∞](d_IL1β(t) < 0)",0.7244365,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"globally[3,17](IL1RN(t) > c(low) and IL8(t) > c(high)) and TNFα(t)=c(low) and IFNα(t) < c(high)",0.5589217,"globally[7,∞](IL1β(t) < c(high)) and globally[7,∞](IL1Ra(t) < c(high))",0.69098073,"globally[7,∞](IL1β(t) < c(high)) and globally[7,∞](IL1Ra(t) < c(high))",0.69098073,2,0,0
"IL6(t)=c(low) and IL12(t)=c(low) and IL1β(t)=c(mid) and IL1Ra(t)=c(mid) and SARSCoV2(t) < c(high) and d_SARSCoV2(t) < d_c(low) and d_IL8(t) < d_c(low) and globally[1,∞](d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.6200723,"IL6(t)=c(low) and IL12(t)=c(low) and IL1β(t)=c(mid) and IL1Ra(t)=c(mid) and SARSCoV2(t) < c(high) and d_SARSCoV2(t) < d_c(low) and d_IL8(t) < d_c(low) and globally[1,∞](d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.6200723,"IL6(t)=c(low) and IL12(t)=c(low) and IL1β(t)=c(mid) and IL1Ra(t)=c(mid) and SARSCoV2(t) < c(high) and d_SARSCoV2(t) < d_c(low) and d_IL8(t) < d_c(low) and globally[1,∞](d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.6200723,0,0,2
